Time,Vehicle,Speed,Plate,Violation,Image
1781659321,Car,42.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781659321.jpg
1781659327,Car,40.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781659327.jpg
1781659340,Car,40.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781659340.jpg
1781659352,Car,43.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781659352.jpg
1781659356,CNG/Auto/Bike,40.6,Unknown,Overspeed,violation_images/Overspeed_CNG/Auto/Bike_1781659356.jpg
1781659366,Car,42.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781659366.jpg
1781659379,Car,40.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781659379.jpg
1781659406,Car,40.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781659406.jpg
1781659410,Car,42.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781659410.jpg
1781659421,Car,42.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781659421.jpg
1781659444,Car,47.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781659444.jpg
1781659461,Car,40.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781659461.jpg
1781659466,Car,52.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781659466.jpg
1781659478,Car,43.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781659478.jpg
1781659539,Car,42.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781659539.jpg
1781659557,Car,40.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781659557.jpg
1781659568,Car,43.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781659568.jpg
1781659592,Car,42.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781659592.jpg
1781659594,Bus,43.0,Unknown,Overspeed,violation_images/Overspeed_Bus_1781659594.jpg
1781659616,Car,47.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781659616.jpg
1781659627,Car,40.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781659627.jpg
1781659639,CNG/Auto/Bike,43.2,Unknown,Overspeed,violation_images/Overspeed_CNG/Auto/Bike_1781659639.jpg
1781659652,Car,42.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781659652.jpg
1781659655,Car,43.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781659655.jpg
1781659663,Car,42.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781659663.jpg
1781659696,Car,43.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781659696.jpg
1781659707,Car,41.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781659707.jpg
1781659729,Car,40.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781659729.jpg
1781659740,Bus,58.4,Unknown,Overspeed,violation_images/Overspeed_Bus_1781659740.jpg
1781659747,Car,54.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781659747.jpg
1781659796,Car,51.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781659796.jpg
1781659845,Car,42.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781659845.jpg
1781659864,Car,47.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781659864.jpg
1781659873,Truck,44.6,Unknown,Overspeed,violation_images/Overspeed_Truck_1781659873.jpg
1781659907,Car,41.2,Mom,Overspeed,violation_images/Overspeed_Car_1781659907.jpg
1781659932,Car,42.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781659932.jpg
1781659944,Car,42.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781659944.jpg
1781659976,Car,45.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781659976.jpg
1781659978,Truck,40.7,Unknown,Overspeed,violation_images/Overspeed_Truck_1781659978.jpg
1781660017,Car,46.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660017.jpg
1781660023,Truck,43.4,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660023.jpg
1781660033,Car,46.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660033.jpg
1781660038,Car,41.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781660038.jpg
1781660046,Car,41.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781660046.jpg
1781660063,Car,40.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781660063.jpg
1781660126,Car,41.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660126.jpg
1781660147,Bus,40.2,Unknown,Overspeed,violation_images/Overspeed_Bus_1781660147.jpg
1781660157,Car,45.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781660157.jpg
1781660177,Car,41.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660177.jpg
1781660202,Car,45.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781660202.jpg
1781660203,Car,43.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660203.jpg
1781660220,Car,47.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781660220.jpg
1781660235,Car,49.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781660235.jpg
1781660270,Car,44.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660270.jpg
1781660285,CNG/Auto/Bike,43.0,Unknown,Overspeed,violation_images/Overspeed_CNG/Auto/Bike_1781660285.jpg
1781660302,Truck,41.4,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660302.jpg
1781660346,Bus,9.9,Unknown,Lane Change,violation_images/Lane Change_Bus_1781660346.jpg
1781660360,Car,41.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781660360.jpg
1781660376,Truck,40.3,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660376.jpg
1781660425,Truck,43.5,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660425.jpg
1781660433,Car,40.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660433.jpg
1781660440,Car,40.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660440.jpg
1781660483,Car,53.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781660483.jpg
1781660488,Car,50.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781660488.jpg
1781660496,Car,40.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660496.jpg
1781660520,Car,45.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781660520.jpg
1781660546,Bus,58.9,Unknown,Overspeed,violation_images/Overspeed_Bus_1781660546.jpg
1781660567,Car,43.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781660567.jpg
1781660579,Car,40.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781660579.jpg
1781660586,Car,44.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660586.jpg
1781660591,Truck,47.3,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660591.jpg
1781660612,Car,43.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660612.jpg
1781660619,Car,46.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781660619.jpg
1781660622,Car,42.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781660622.jpg
1781660634,Car,40.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781660634.jpg
1781660638,Car,42.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781660638.jpg
1781660661,Car,44.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660661.jpg
1781660666,CNG/Auto/Bike,41.4,Unknown,Overspeed,violation_images/Overspeed_CNG/Auto/Bike_1781660666.jpg
1781660709,Car,40.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660709.jpg
1781660731,Car,41.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660731.jpg
1781660747,Car,40.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781660747.jpg
1781660772,Car,45.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781660772.jpg
1781660773,Car,43.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781660773.jpg
1781660788,Car,52.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781660788.jpg
1781660801,Car,41.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781660801.jpg
1781660814,Car,45.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781660814.jpg
1781660819,Car,41.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781660819.jpg
1781660835,Bus,53.6,3FR,Overspeed,violation_images/Overspeed_Bus_1781660835.jpg
1781660839,Car,47.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781660839.jpg
1781660855,Car,57.8,Fo,Overspeed,violation_images/Overspeed_Car_1781660855.jpg
1781660884,Car,43.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781660884.jpg
1781660892,Car,44.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781660892.jpg
1781660906,Truck,50.5,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660906.jpg
1781660925,Car,44.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781660925.jpg
1781660951,Car,51.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781660951.jpg
1781660966,Truck,45.5,Unknown,Overspeed,violation_images/Overspeed_Truck_1781660966.jpg
1781660974,Car,46.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781660974.jpg
1781661006,Car,14.1,Unknown,Lane Change,violation_images/Lane Change_Car_1781661006.jpg
1781661028,Truck,40.2,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661028.jpg
1781661037,Car,40.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781661037.jpg
1781661046,Bus,50.2,Unknown,Overspeed,violation_images/Overspeed_Bus_1781661046.jpg
1781661101,Car,41.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781661101.jpg
1781661106,Car,48.0,66,Overspeed,violation_images/Overspeed_Car_1781661106.jpg
1781661134,Car,40.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661134.jpg
1781661150,Car,50.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781661150.jpg
1781661156,Car,45.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781661156.jpg
1781661166,CNG/Auto/Bike,51.3,Unknown,Overspeed,violation_images/Overspeed_CNG/Auto/Bike_1781661166.jpg
1781661188,Car,46.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781661188.jpg
1781661193,Car,42.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781661193.jpg
1781661194,Truck,41.0,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661194.jpg
1781661228,Car,40.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781661228.jpg
1781661233,Car,47.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781661233.jpg
1781661293,Truck,53.6,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661293.jpg
1781661301,Car,53.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781661301.jpg
1781661315,Truck,51.2,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661315.jpg
1781661325,Car,44.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661325.jpg
1781661326,Car,47.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781661326.jpg
1781661337,Car,41.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781661337.jpg
1781661375,Truck,40.3,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661375.jpg
1781661399,Car,43.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781661399.jpg
1781661403,Car,40.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781661403.jpg
1781661404,Car,41.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781661404.jpg
1781661410,Car,54.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781661410.jpg
1781661494,Car,43.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781661494.jpg
1781661511,Car,42.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781661511.jpg
1781661528,Car,44.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661528.jpg
1781661551,Car,46.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781661551.jpg
1781661576,Car,42.0,Unknown,Overspeed,violation_images/Overspeed_Car_1781661576.jpg
1781661591,Car,32.6,Unknown,Lane Change,violation_images/Lane Change_Car_1781661591.jpg
1781661591,Car,12.1,Unknown,Lane Change,violation_images/Lane Change_Car_1781661591.jpg
1781661596,Car,52.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781661596.jpg
1781661616,Car,54.9,Voi,Overspeed,violation_images/Overspeed_Car_1781661616.jpg
1781661652,Car,43.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781661652.jpg
1781661712,Car,44.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781661712.jpg
1781661747,Car,61.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661747.jpg
1781661752,Car,57.1,73,Overspeed,violation_images/Overspeed_Car_1781661752.jpg
1781661760,Truck,49.1,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661760.jpg
1781661770,Car,54.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781661770.jpg
1781661772,Car,61.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661772.jpg
1781661780,Car,57.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661780.jpg
1781661784,Car,40.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781661784.jpg
1781661797,Car,54.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781661797.jpg
1781661845,Car,41.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781661845.jpg
1781661862,Car,46.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781661862.jpg
1781661877,Car,29.8,Unknown,Lane Change,violation_images/Lane Change_Car_1781661877.jpg
1781661893,Truck,42.2,Unknown,Overspeed,violation_images/Overspeed_Truck_1781661893.jpg
1781661894,Truck,49.3,FE,Overspeed,violation_images/Overspeed_Truck_1781661894.jpg
1781661903,CNG/Auto/Bike,50.1,Unknown,Overspeed,violation_images/Overspeed_CNG/Auto/Bike_1781661903.jpg
1781661963,Car,51.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781661963.jpg
1781661970,Car,56.7,Unknown,Overspeed,violation_images/Overspeed_Car_1781661970.jpg
1781661975,Car,49.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781661975.jpg
1781661998,Car,42.2,Unknown,Overspeed,violation_images/Overspeed_Car_1781661998.jpg
1781662005,Car,54.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781662005.jpg
1781662021,Car,41.5,Unknown,Overspeed,violation_images/Overspeed_Car_1781662021.jpg
1781662044,Car,41.4,Unknown,Overspeed,violation_images/Overspeed_Car_1781662044.jpg
1781662056,Car,57.3,Unknown,Overspeed,violation_images/Overspeed_Car_1781662056.jpg
1781662068,Car,47.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781662068.jpg
1781662072,Car,48.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781662072.jpg
1781662076,Car,56.9,Unknown,Overspeed,violation_images/Overspeed_Car_1781662076.jpg
1781662103,Car,42.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781662103.jpg
1781662109,Car,42.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781662109.jpg
1781662115,Car,45.6,Unknown,Overspeed,violation_images/Overspeed_Car_1781662115.jpg
1781662120,Truck,60.2,Unknown,Overspeed,violation_images/Overspeed_Truck_1781662120.jpg
1781662147,Car,46.1,Unknown,Overspeed,violation_images/Overspeed_Car_1781662147.jpg
1781662204,Truck,45.4,Unknown,Overspeed,violation_images/Overspeed_Truck_1781662204.jpg
1781662212,Bus,44.8,Unknown,Overspeed,violation_images/Overspeed_Bus_1781662212.jpg
1781662218,Bus,47.6,Unknown,Overspeed,violation_images/Overspeed_Bus_1781662218.jpg
1781662229,Car,51.8,Unknown,Overspeed,violation_images/Overspeed_Car_1781662229.jpg
